"atom_id","source_dataset_id","source_row_id","domain","unit_type","primary_label","secondary_labels","anchor_entity","anchor_role","relation_label","secondary_entity","secondary_role","core_statement","attributes","tags","context_time","context_location","supports","contradicts","provenance","confidence","status","notes","","","","","",""
"motive_patterns__r14__a910","motive_patterns","14","motive_patterns","entry_point","accident","[""motive_patterns""]","accident","motive_category","links_motive_category_to_surface_motive","fix mistake","surface_motive","motive_category=accident is structurally linked to surface_motive=fix mistake in motive_patterns.","{""motive_category"": ""accident"",""surface_motive"": ""fix mistake""}","[""dataset:motive_patterns"",""col:motive_category"",""col:surface_motive""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset motive_patterns, row 14."
"case_archetypes_merged__r14__a911","case_archetypes_merged","14","case_archetypes_merged","entry_point","parking_dispute","[""case_archetypes_merged""]","parking_dispute","case_archetype","links_case_archetype_to_setup","shared_parking_area","setup","case_archetype=parking_dispute is structurally linked to setup=shared_parking_area in case_archetypes_merged.","{""case_archetype"": ""parking_dispute"",""setup"": ""shared_parking_area""}","[""dataset:case_archetypes_merged"",""col:case_archetype"",""col:setup""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset case_archetypes_merged, row 14."
"frnsc_reasoning_fallacies_mtrx__r14__a912","frnsc_reasoning_fallacies_mtrx","14","frnsc_reasoning_fallacies_mtrx","entry_point","slippery_slope","[""frnsc_reasoning_fallacies_mtrx""]","slippery_slope","fallacy_name","links_fallacy_name_to_surface_form","small_step_leads_to_disaster","surface_form","fallacy_name=slippery_slope is structurally linked to surface_form=small_step_leads_to_disaster in frnsc_reasoning_fallacies_mtrx.","{""fallacy_name"": ""slippery_slope"",""surface_form"": ""small_step_leads_to_disaster""}","[""dataset:frnsc_reasoning_fallacies_mtrx"",""col:fallacy_name"",""col:surface_form""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset frnsc_reasoning_fallacies_mtrx, row 14."
"alibi_patterns__r14__a913","alibi_patterns","14","alibi_patterns","entry_point","traveling_between_towns","[""alibi_patterns""]","traveling_between_towns","alibi_scenario_type","links_alibi_scenario_type_to_claimed_location","intercity_route","claimed_location","alibi_scenario_type=traveling_between_towns is structurally linked to claimed_location=intercity_route in alibi_patterns.","{""alibi_scenario_type"": ""traveling_between_towns"",""claimed_location"": ""intercity_route""}","[""dataset:alibi_patterns"",""col:alibi_scenario_type"",""col:claimed_location""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset alibi_patterns, row 14."
"alibi_artifact_consistency__r14__a914","alibi_artifact_consistency","14","alibi_artifact_consistency","entry_point","transport_ticket","[""alibi_artifact_consistency""]","transport_ticket","alibi_claim_type","links_alibi_claim_type_to_forensic_artifact","validated_ticket_log","forensic_artifact","alibi_claim_type=transport_ticket is structurally linked to forensic_artifact=validated_ticket_log in alibi_artifact_consistency.","{""alibi_claim_type"": ""transport_ticket"",""forensic_artifact"": ""validated_ticket_log""}","[""dataset:alibi_artifact_consistency"",""col:alibi_claim_type"",""col:forensic_artifact""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset alibi_artifact_consistency, row 14."
"scenario_timelines_patterns__r14__a915","scenario_timelines_patterns","14","scenario_timelines_patterns","entry_point","late_shift_work","[""scenario_timelines_patterns""]","late_shift_work","scenario_type","links_scenario_type_to_claimed_time","night_shift","claimed_time","scenario_type=late_shift_work is structurally linked to claimed_time=night_shift in scenario_timelines_patterns.","{""scenario_type"": ""late_shift_work"",""claimed_time"": ""night_shift""}","[""dataset:scenario_timelines_patterns"",""col:scenario_type"",""col:claimed_time""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset scenario_timelines_patterns, row 14."
"forensic_evidense_pattern__r14__a916","forensic_evidense_pattern","14","forensic_evidense_pattern","entry_point","shoeprint","[""forensic_evidense_pattern""]","shoeprint","evidence_type","links_evidence_type_to_substrate","soft_ground","substrate","evidence_type=shoeprint is structurally linked to substrate=soft_ground in forensic_evidense_pattern.","{""evidence_type"": ""shoeprint"",""substrate"": ""soft_ground""}","[""dataset:forensic_evidense_pattern"",""col:evidence_type"",""col:substrate""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset forensic_evidense_pattern, row 14."
"behavioral_anomalies__r14__a917","behavioral_anomalies","14","behavioral_anomalies","entry_point","questioning","[""behavioral_anomalies""]","questioning","scenario_type","links_scenario_type_to_observable_behavior","answers_too_quickly","observable_behavior","scenario_type=questioning is structurally linked to observable_behavior=answers_too_quickly in behavioral_anomalies.","{""scenario_type"": ""questioning"",""observable_behavior"": ""answers_too_quickly""}","[""dataset:behavioral_anomalies"",""col:scenario_type"",""col:observable_behavior""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset behavioral_anomalies, row 14."
"trace_evidence_matrix__r14__a918","trace_evidence_matrix","14","trace_evidence_matrix","entry_point","warehouse_floor","[""trace_evidence_matrix""]","warehouse_floor","environment_type","links_environment_type_to_expected_trace","metal_shavings","expected_trace","environment_type=warehouse_floor is structurally linked to expected_trace=metal_shavings in trace_evidence_matrix.","{""environment_type"": ""warehouse_floor"",""expected_trace"": ""metal_shavings""}","[""dataset:trace_evidence_matrix"",""col:environment_type"",""col:expected_trace""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset trace_evidence_matrix, row 14."
"for_evidence_probability_mtrx__r14__a919","for_evidence_probability_mtrx","14","for_evidence_probability_mtrx","entry_point","residue_metallic","[""for_evidence_probability_mtrx""]","residue_metallic","evidence_type","links_evidence_type_to_strength_indicator","strong_signal","strength_indicator","evidence_type=residue_metallic is structurally linked to strength_indicator=strong_signal in for_evidence_probability_mtrx.","{""evidence_type"": ""residue_metallic"",""strength_indicator"": ""strong_signal""}","[""dataset:for_evidence_probability_mtrx"",""col:evidence_type"",""col:strength_indicator""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset for_evidence_probability_mtrx, row 14."
