"atom_id","source_dataset_id","source_row_id","domain","unit_type","primary_label","secondary_labels","anchor_entity","anchor_role","relation_label","secondary_entity","secondary_role","core_statement","attributes","tags","context_time","context_location","supports","contradicts","provenance","confidence","status","notes","","","","","",""
"motive_patterns__r0__a570","motive_patterns","0","motive_patterns","entry_point","miscommunication","[""motive_patterns""]","miscommunication","motive_category","links_motive_category_to_surface_motive","avoid conflict","surface_motive","motive_category=miscommunication is structurally linked to surface_motive=avoid conflict in motive_patterns.","{""motive_category"": ""miscommunication"",""surface_motive"": ""avoid conflict""}","[""dataset:motive_patterns"",""col:motive_category"",""col:surface_motive""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset motive_patterns, row 0."
"case_archetypes_merged__r0__a571","case_archetypes_merged","0","case_archetypes_merged","entry_point","simple_misunderstanding","[""case_archetypes_merged""]","simple_misunderstanding","case_archetype","links_case_archetype_to_setup","two people interpret the same phrase differently.","setup","case_archetype=simple_misunderstanding is structurally linked to setup=two people interpret the same phrase differently. in case_archetypes_merged.","{""case_archetype"": ""simple_misunderstanding"",""setup"": ""two people interpret the same phrase differently.""}","[""dataset:case_archetypes_merged"",""col:case_archetype"",""col:setup""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset case_archetypes_merged, row 0."
"frnsc_reasoning_fallacies_mtrx__r0__a572","frnsc_reasoning_fallacies_mtrx","0","frnsc_reasoning_fallacies_mtrx","entry_point","confirmation bias","[""frnsc_reasoning_fallacies_mtrx""]","confirmation bias","fallacy_name","links_fallacy_name_to_surface_form","only noticing evidence that supports a hunch.","surface_form","fallacy_name=confirmation bias is structurally linked to surface_form=only noticing evidence that supports a hunch. in frnsc_reasoning_fallacies_mtrx.","{""fallacy_name"": ""confirmation bias"",""surface_form"": ""only noticing evidence that supports a hunch.""}","[""dataset:frnsc_reasoning_fallacies_mtrx"",""col:fallacy_name"",""col:surface_form""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset frnsc_reasoning_fallacies_mtrx, row 0."
"alibi_patterns__r0__a573","alibi_patterns","0","alibi_patterns","entry_point","routine_commute","[""alibi_patterns""]","routine_commute","alibi_scenario_type","links_alibi_scenario_type_to_claimed_location","bus to work","claimed_location","alibi_scenario_type=routine_commute is structurally linked to claimed_location=bus to work in alibi_patterns.","{""alibi_scenario_type"": ""routine_commute"",""claimed_location"": ""bus to work""}","[""dataset:alibi_patterns"",""col:alibi_scenario_type"",""col:claimed_location""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset alibi_patterns, row 0."
"alibi_artifact_consistency__r0__a574","alibi_artifact_consistency","0","alibi_artifact_consistency","entry_point","digital_message_log","[""alibi_artifact_consistency""]","digital_message_log","alibi_claim_type","links_alibi_claim_type_to_forensic_artifact","phone metadata","forensic_artifact","alibi_claim_type=digital_message_log is structurally linked to forensic_artifact=phone metadata in alibi_artifact_consistency.","{""alibi_claim_type"": ""digital_message_log"",""forensic_artifact"": ""phone metadata""}","[""dataset:alibi_artifact_consistency"",""col:alibi_claim_type"",""col:forensic_artifact""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset alibi_artifact_consistency, row 0."
"scenario_timelines_patterns__r0__a575","scenario_timelines_patterns","0","scenario_timelines_patterns","entry_point","late_arrival","[""scenario_timelines_patterns""]","late_arrival","scenario_type","links_scenario_type_to_claimed_time","23:15","claimed_time","scenario_type=late_arrival is structurally linked to claimed_time=23:15 in scenario_timelines_patterns.","{""scenario_type"": ""late_arrival"",""claimed_time"": ""23:15""}","[""dataset:scenario_timelines_patterns"",""col:scenario_type"",""col:claimed_time""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset scenario_timelines_patterns, row 0."
"forensic_evidense_pattern__r0__a576","forensic_evidense_pattern","0","forensic_evidense_pattern","entry_point","bloodstain pattern","[""forensic_evidense_pattern""]","bloodstain pattern","evidence_type","links_evidence_type_to_substrate","porous fabric","substrate","evidence_type=bloodstain pattern is structurally linked to substrate=porous fabric in forensic_evidense_pattern.","{""evidence_type"": ""bloodstain pattern"",""substrate"": ""porous fabric""}","[""dataset:forensic_evidense_pattern"",""col:evidence_type"",""col:substrate""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset forensic_evidense_pattern, row 0."
"behavioral_anomalies__r0__a577","behavioral_anomalies","0","behavioral_anomalies","entry_point","questioning","[""behavioral_anomalies""]","questioning","scenario_type","links_scenario_type_to_observable_behavior","avoids eye contact","observable_behavior","scenario_type=questioning is structurally linked to observable_behavior=avoids eye contact in behavioral_anomalies.","{""scenario_type"": ""questioning"",""observable_behavior"": ""avoids eye contact""}","[""dataset:behavioral_anomalies"",""col:scenario_type"",""col:observable_behavior""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset behavioral_anomalies, row 0."
"narrative_anomaly_interr__r0__a578","narrative_anomaly_interr","0","narrative_anomaly_interr","entry_point","baseline_event","[""narrative_anomaly_interr""]","baseline_event","event_type","links_event_type_to_required_data","key sequence of actions","required_data","event_type=baseline_event is structurally linked to required_data=key sequence of actions in narrative_anomaly_interr.","{""event_type"": ""baseline_event"",""required_data"": ""key sequence of actions""}","[""dataset:narrative_anomaly_interr"",""col:event_type"",""col:required_data""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset narrative_anomaly_interr, row 0."
"trace_evidence_matrix__r0__a579","trace_evidence_matrix","0","trace_evidence_matrix","entry_point","indoor_clean_floor","[""trace_evidence_matrix""]","indoor_clean_floor","environment_type","links_environment_type_to_expected_trace","shoe prints","expected_trace","environment_type=indoor_clean_floor is structurally linked to expected_trace=shoe prints in trace_evidence_matrix.","{""environment_type"": ""indoor_clean_floor"",""expected_trace"": ""shoe prints""}","[""dataset:trace_evidence_matrix"",""col:environment_type"",""col:expected_trace""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset trace_evidence_matrix, row 0."
"for_evidence_probability_mtrx__r0__a580","for_evidence_probability_mtrx","0","for_evidence_probability_mtrx","entry_point","fingerprint","[""for_evidence_probability_mtrx""]","fingerprint","evidence_type","links_evidence_type_to_strength_indicator","clear ridge detail","strength_indicator","evidence_type=fingerprint is structurally linked to strength_indicator=clear ridge detail in for_evidence_probability_mtrx.","{""evidence_type"": ""fingerprint"",""strength_indicator"": ""clear ridge detail""}","[""dataset:for_evidence_probability_mtrx"",""col:evidence_type"",""col:strength_indicator""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset for_evidence_probability_mtrx, row 0."
"contradictionsV2_patterns__r0__a581","contradictionsV2_patterns","0","contradictionsV2_patterns","entry_point","time_shift","[""contradictionsV2_patterns""]","time_shift","pattern_type","links_pattern_type_to_surface_form","story time keeps moving later in each retelling.","surface_form","pattern_type=time_shift is structurally linked to surface_form=story time keeps moving later in each retelling. in contradictionsV2_patterns.","{""pattern_type"": ""time_shift"",""surface_form"": ""story time keeps moving later in each retelling.""}","[""dataset:contradictionsV2_patterns"",""col:pattern_type"",""col:surface_form""]","","","[]","[]","{""source"": ""umgg_entry_points"",""source_type"": ""dataset_row"","""rule_ids"": [""umgg_ep_v1""]",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG entry point from dataset contradictionsV2_patterns, row 0."
