"atom_id","source_dataset_id","source_row_id","domain","unit_type","primary_label","secondary_labels","anchor_entity","anchor_role","relation_label","secondary_entity","secondary_role","core_statement","attributes","tags","context_time","context_location","supports","contradicts","provenance","confidence","status","notes","","","","","",""
"interrogation_dataset__r0__a120","interrogation_dataset","0","interrogation_dataset","entry_point","nervous_witness","[""soft"",""interrogation_dataset""]","nervous_witness","situation_type","links_to_question_level","soft","question_level","situation_type=nervous_witness is linked to question_level=soft in interrogation_dataset.","{""situation_type"": ""nervous_witness"",""question_level"": ""soft"",""info_gain_rating"": 4}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 0."
"interrogation_dataset__r1__a121","interrogation_dataset","1","interrogation_dataset","entry_point","timeline_confusion","[""neutral"",""interrogation_dataset""]","timeline_confusion","situation_type","links_to_question_level","neutral","question_level","situation_type=timeline_confusion is linked to question_level=neutral in interrogation_dataset.","{""situation_type"": ""timeline_confusion"",""question_level"": ""neutral"",""info_gain_rating"": 5}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 1."
"interrogation_dataset__r2__a122","interrogation_dataset","2","interrogation_dataset","entry_point","contradiction_sighting","[""neutral"",""interrogation_dataset""]","contradiction_sighting","situation_type","links_to_question_level","neutral","question_level","situation_type=contradiction_sighting is linked to question_level=neutral in interrogation_dataset.","{""situation_type"": ""contradiction_sighting"",""question_level"": ""neutral"",""info_gain_rating"": 5}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 2."
"interrogation_dataset__r3__a123","interrogation_dataset","3","interrogation_dataset","entry_point","memory_gap","[""soft"",""interrogation_dataset""]","memory_gap","situation_type","links_to_question_level","soft","question_level","situation_type=memory_gap is linked to question_level=soft in interrogation_dataset.","{""situation_type"": ""memory_gap"",""question_level"": ""soft"",""info_gain_rating"": 3}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 3."
"interrogation_dataset__r4__a124","interrogation_dataset","4","interrogation_dataset","entry_point","possible_misidentification","[""firm"",""interrogation_dataset""]","possible_misidentification","situation_type","links_to_question_level","firm","question_level","situation_type=possible_misidentification is linked to question_level=firm in interrogation_dataset.","{""situation_type"": ""possible_misidentification"",""question_level"": ""firm"",""info_gain_rating"": 4}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 4."
"interrogation_dataset__r5__a125","interrogation_dataset","5","interrogation_dataset","entry_point","nervous_witness","[""soft"",""interrogation_dataset""]","nervous_witness","situation_type","links_to_question_level","soft","question_level","situation_type=nervous_witness is linked to question_level=soft in interrogation_dataset.","{""situation_type"": ""nervous_witness"",""question_level"": ""soft"",""info_gain_rating"": 3}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 5."
"interrogation_dataset__r6__a126","interrogation_dataset","6","interrogation_dataset","entry_point","nervous_witness","[""soft"",""interrogation_dataset""]","nervous_witness","situation_type","links_to_question_level","soft","question_level","situation_type=nervous_witness is linked to question_level=soft in interrogation_dataset.","{""situation_type"": ""nervous_witness"",""question_level"": ""soft"",""info_gain_rating"": 3}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 6."
"interrogation_dataset__r7__a127","interrogation_dataset","7","interrogation_dataset","entry_point","nervous_witness","[""soft"",""interrogation_dataset""]","nervous_witness","situation_type","links_to_question_level","soft","question_level","situation_type=nervous_witness is linked to question_level=soft in interrogation_dataset.","{""situation_type"": ""nervous_witness"",""question_level"": ""soft"",""info_gain_rating"": 4}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 7."
"interrogation_dataset__r8__a128","interrogation_dataset","8","interrogation_dataset","entry_point","nervous_witness","[""soft"",""interrogation_dataset""]","nervous_witness","situation_type","links_to_question_level","soft","question_level","situation_type=nervous_witness is linked to question_level=soft in interrogation_dataset.","{""situation_type"": ""nervous_witness"",""question_level"": ""soft"",""info_gain_rating"": 2}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 8."
"interrogation_dataset__r9__a129","interrogation_dataset","9","interrogation_dataset","entry_point","nervous_witness","[""soft"",""interrogation_dataset""]","nervous_witness","situation_type","links_to_question_level","soft","question_level","situation_type=nervous_witness is linked to question_level=soft in interrogation_dataset.","{""situation_type"": ""nervous_witness"",""question_level"": ""soft"",""info_gain_rating"": 3}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 9."
"interrogation_dataset__r10__a130","interrogation_dataset","10","interrogation_dataset","entry_point","timeline_confusion","[""neutral"",""interrogation_dataset""]","timeline_confusion","situation_type","links_to_question_level","neutral","question_level","situation_type=timeline_confusion is linked to question_level=neutral in interrogation_dataset.","{""situation_type"": ""timeline_confusion"",""question_level"": ""neutral"",""info_gain_rating"": 4}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 10."
"interrogation_dataset__r11__a131","interrogation_dataset","11","interrogation_dataset","entry_point","timeline_confusion","[""neutral"",""interrogation_dataset""]","timeline_confusion","situation_type","links_to_question_level","neutral","question_level","situation_type=timeline_confusion is linked to question_level=neutral in interrogation_dataset.","{""situation_type"": ""timeline_confusion"",""question_level"": ""neutral"",""info_gain_rating"": 4}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 11."
"interrogation_dataset__r12__a132","interrogation_dataset","12","interrogation_dataset","entry_point","timeline_confusion","[""neutral"",""interrogation_dataset""]","timeline_confusion","situation_type","links_to_question_level","neutral","question_level","situation_type=timeline_confusion is linked to question_level=neutral in interrogation_dataset.","{""situation_type"": ""timeline_confusion"",""question_level"": ""neutral"",""info_gain_rating"": 3}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 12."
"interrogation_dataset__r13__a133","interrogation_dataset","13","interrogation_dataset","entry_point","timeline_confusion","[""neutral"",""interrogation_dataset""]","timeline_confusion","situation_type","links_to_question_level","neutral","question_level","situation_type=timeline_confusion is linked to question_level=neutral in interrogation_dataset.","{""situation_type"": ""timeline_confusion"",""question_level"": ""neutral"",""info_gain_rating"": 4}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 13."
"interrogation_dataset__r14__a134","interrogation_dataset","14","interrogation_dataset","entry_point","timeline_confusion","[""neutral"",""interrogation_dataset""]","timeline_confusion","situation_type","links_to_question_level","neutral","question_level","situation_type=timeline_confusion is linked to question_level=neutral in interrogation_dataset.","{""situation_type"": ""timeline_confusion"",""question_level"": ""neutral"",""info_gain_rating"": 4}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 14."
"interrogation_dataset__r15__a135","interrogation_dataset","15","interrogation_dataset","entry_point","contradiction_sighting","[""neutral"",""interrogation_dataset""]","contradiction_sighting","situation_type","links_to_question_level","neutral","question_level","situation_type=contradiction_sighting is linked to question_level=neutral in interrogation_dataset.","{""situation_type"": ""contradiction_sighting"",""question_level"": ""neutral"",""info_gain_rating"": 4}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 15."
"interrogation_dataset__r16__a136","interrogation_dataset","16","interrogation_dataset","entry_point","contradiction_sighting","[""neutral"",""interrogation_dataset""]","contradiction_sighting","situation_type","links_to_question_level","neutral","question_level","situation_type=contradiction_sighting is linked to question_level=neutral in interrogation_dataset.","{""situation_type"": ""contradiction_sighting"",""question_level"": ""neutral"",""info_gain_rating"": 4}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 16."
"interrogation_dataset__r17__a137","interrogation_dataset","17","interrogation_dataset","entry_point","contradiction_sighting","[""neutral"",""interrogation_dataset""]","contradiction_sighting","situation_type","links_to_question_level","neutral","question_level","situation_type=contradiction_sighting is linked to question_level=neutral in interrogation_dataset.","{""situation_type"": ""contradiction_sighting"",""question_level"": ""neutral"",""info_gain_rating"": 5}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 17."
"interrogation_dataset__r18__a138","interrogation_dataset","18","interrogation_dataset","entry_point","contradiction_sighting","[""neutral"",""interrogation_dataset""]","contradiction_sighting","situation_type","links_to_question_level","neutral","question_level","situation_type=contradiction_sighting is linked to question_level=neutral in interrogation_dataset.","{""situation_type"": ""contradiction_sighting"",""question_level"": ""neutral"",""info_gain_rating"": 3}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 18."
"interrogation_dataset__r19__a139","interrogation_dataset","19","interrogation_dataset","entry_point","contradiction_sighting","[""neutral"",""interrogation_dataset""]","contradiction_sighting","situation_type","links_to_question_level","neutral","question_level","situation_type=contradiction_sighting is linked to question_level=neutral in interrogation_dataset.","{""situation_type"": ""contradiction_sighting"",""question_level"": ""neutral"",""info_gain_rating"": 4}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 19."
"interrogation_dataset__r20__a140","interrogation_dataset","20","interrogation_dataset","entry_point","memory_gap","[""soft"",""interrogation_dataset""]","memory_gap","situation_type","links_to_question_level","soft","question_level","situation_type=memory_gap is linked to question_level=soft in interrogation_dataset.","{""situation_type"": ""memory_gap"",""question_level"": ""soft"",""info_gain_rating"": 2}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 20."
"interrogation_dataset__r21__a141","interrogation_dataset","21","interrogation_dataset","entry_point","memory_gap","[""soft"",""interrogation_dataset""]","memory_gap","situation_type","links_to_question_level","soft","question_level","situation_type=memory_gap is linked to question_level=soft in interrogation_dataset.","{""situation_type"": ""memory_gap"",""question_level"": ""soft"",""info_gain_rating"": 3}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 21."
"interrogation_dataset__r22__a142","interrogation_dataset","22","interrogation_dataset","entry_point","memory_gap","[""soft"",""interrogation_dataset""]","memory_gap","situation_type","links_to_question_level","soft","question_level","situation_type=memory_gap is linked to question_level=soft in interrogation_dataset.","{""situation_type"": ""memory_gap"",""question_level"": ""soft"",""info_gain_rating"": 2}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 22."
"interrogation_dataset__r23__a143","interrogation_dataset","23","interrogation_dataset","entry_point","memory_gap","[""soft"",""interrogation_dataset""]","memory_gap","situation_type","links_to_question_level","soft","question_level","situation_type=memory_gap is linked to question_level=soft in interrogation_dataset.","{""situation_type"": ""memory_gap"",""question_level"": ""soft"",""info_gain_rating"": 3}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 23."
"interrogation_dataset__r24__a144","interrogation_dataset","24","interrogation_dataset","entry_point","memory_gap","[""soft"",""interrogation_dataset""]","memory_gap","situation_type","links_to_question_level","soft","question_level","situation_type=memory_gap is linked to question_level=soft in interrogation_dataset.","{""situation_type"": ""memory_gap"",""question_level"": ""soft"",""info_gain_rating"": 3}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 24."
"interrogation_dataset__r25__a145","interrogation_dataset","25","interrogation_dataset","entry_point","possible_misidentification","[""firm"",""interrogation_dataset""]","possible_misidentification","situation_type","links_to_question_level","firm","question_level","situation_type=possible_misidentification is linked to question_level=firm in interrogation_dataset.","{""situation_type"": ""possible_misidentification"",""question_level"": ""firm"",""info_gain_rating"": 4}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 25."
"interrogation_dataset__r26__a146","interrogation_dataset","26","interrogation_dataset","entry_point","possible_misidentification","[""firm"",""interrogation_dataset""]","possible_misidentification","situation_type","links_to_question_level","firm","question_level","situation_type=possible_misidentification is linked to question_level=firm in interrogation_dataset.","{""situation_type"": ""possible_misidentification"",""question_level"": ""firm"",""info_gain_rating"": 4}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 26."
"interrogation_dataset__r27__a147","interrogation_dataset","27","interrogation_dataset","entry_point","possible_misidentification","[""firm"",""interrogation_dataset""]","possible_misidentification","situation_type","links_to_question_level","firm","question_level","situation_type=possible_misidentification is linked to question_level=firm in interrogation_dataset.","{""situation_type"": ""possible_misidentification"",""question_level"": ""firm"",""info_gain_rating"": 5}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 27."
"interrogation_dataset__r28__a148","interrogation_dataset","28","interrogation_dataset","entry_point","possible_misidentification","[""firm"",""interrogation_dataset""]","possible_misidentification","situation_type","links_to_question_level","firm","question_level","situation_type=possible_misidentification is linked to question_level=firm in interrogation_dataset.","{""situation_type"": ""possible_misidentification"",""question_level"": ""firm"",""info_gain_rating"": 4}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 28."
"interrogation_dataset__r29__a149","interrogation_dataset","29","interrogation_dataset","entry_point","possible_misidentification","[""firm"",""interrogation_dataset""]","possible_misidentification","situation_type","links_to_question_level","firm","question_level","situation_type=possible_misidentification is linked to question_level=firm in interrogation_dataset.","{""situation_type"": ""possible_misidentification"",""question_level"": ""firm"",""info_gain_rating"": 3}","[""dataset:interrogation_dataset"",""col:situation_type"",""col:question_level""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset interrogation_dataset, row 29."
"forensics__r0__a150","forensics","0","forensics","entry_point","arrival","[""TMP"",""forensics""]","arrival","event_type","event_to_anomaly","TMP","anomaly_type","event_type=arrival is linked to anomaly_type=TMP in forensics.","{""event_type"": ""arrival"",""anomaly_type"": ""TMP""}","[""dataset:forensics"",""col:event_type"",""col:anomaly_type""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset forensics, row 0.",""
"forensics__r1__a151","forensics","1","forensics","entry_point","departure","[""LOC"",""forensics""]","departure","event_type","event_to_anomaly","LOC","anomaly_type","event_type=departure is linked to anomaly_type=LOC in forensics.","{""event_type"": ""departure"",""anomaly_type"": ""LOC""}","[""dataset:forensics"",""col:event_type"",""col:anomaly_type""]","","","[]","[]","{""source"": ""umgg_batch2"",""umgg_mastergrid_version"": ""1.0""}","0.9","active","UMGG batch2 entry point expansion from dataset forensics, row 1.",""
